,game_variant,algorithm,depths,rounds,time,starting_player,winner
54,Nimby,NoPruningNegamax,[11  9],0.5278519000003143,17,2,1
55,Nimby,NoPruningNegamax,[11  9],0.5262493999998696,16,1,1
56,Nimby,NoPruningNegamax,[11  9],0.5650941999992938,19,2,1
57,Nimby,NoPruningNegamax,[11  9],0.5480224000002636,18,1,1
58,Nimby,NoPruningNegamax,[11  9],0.5308971999984351,17,2,1
59,Nimby,NoPruningNegamax,[11  9],0.6661205000000336,17,1,2
60,Nimby,NoPruningNegamax,[6 8],0.5866512000011426,22,2,2
61,Nimby,NoPruningNegamax,[6 8],0.4745196000003489,19,1,2
62,Nimby,NoPruningNegamax,[6 8],0.4857100999997783,21,2,1
63,Nimby,NoPruningNegamax,[6 8],0.4745511999990413,20,1,1
64,Nimby,NoPruningNegamax,[6 8],0.5246220999997604,20,2,2
65,Nimby,NoPruningNegamax,[6 8],0.48722620000080497,22,1,1
66,Nimby,NoPruningNegamax,[6 8],0.45203290000063134,18,2,2
67,Nimby,NoPruningNegamax,[6 8],0.4745887000008224,20,1,1
68,Nimby,NoPruningNegamax,[6 8],0.454938900000343,18,2,2
69,Nimby,NoPruningNegamax,[6 8],0.5557254999985162,20,1,1
70,Nimby,NoPruningNegamax,[6 8],0.4950150999993639,21,2,1
71,Nimby,NoPruningNegamax,[6 8],0.4922045999992406,19,1,2
72,Nimby,NoPruningNegamax,[6 8],0.5049302999996144,22,2,2
73,Nimby,NoPruningNegamax,[6 8],0.4594440000000759,19,1,2
74,Nimby,NoPruningNegamax,[6 8],0.4524407999997493,18,2,2
75,Nimby,NoPruningNegamax,[6 8],0.45906859999922744,20,1,1
76,Nimby,NoPruningNegamax,[6 8],0.5023849999997765,21,2,1
77,Nimby,NoPruningNegamax,[6 8],0.45146869999916817,19,1,2
78,Nimby,NoPruningNegamax,[6 8],0.5330438999990292,18,2,2
79,Nimby,NoPruningNegamax,[6 8],0.45324710000022606,19,1,2
80,Nim,Negamax,[11  9],0.39555810000092606,15,2,1
81,Nim,Negamax,[11  9],0.40243249999912223,18,1,1
82,Nim,Negamax,[11  9],0.36755880000055186,15,2,1
83,Nim,Negamax,[11  9],0.39540370000031544,18,1,1
84,Nim,Negamax,[11  9],0.3630166000002646,15,2,1
85,Nim,Negamax,[11  9],0.4009129000005487,18,1,1
86,Nim,Negamax,[11  9],0.37308889999985695,15,2,1
87,Nim,Negamax,[11  9],0.40825410000070406,18,1,1
88,Nim,Negamax,[11  9],0.36971810000068217,15,2,1
89,Nim,Negamax,[11  9],0.4089201000006142,18,1,1
90,Nim,Negamax,[11  9],0.46369289999893226,15,2,1
91,Nim,Negamax,[11  9],0.4046852999999828,18,1,1
92,Nim,Negamax,[11  9],0.37429100000008475,15,2,1
93,Nim,Negamax,[11  9],0.4637204999999085,18,1,1
94,Nim,Negamax,[11  9],0.3776064999983646,15,2,1
95,Nim,Negamax,[11  9],0.40082100000108767,18,1,1
96,Nim,Negamax,[11  9],0.3665932999992947,15,2,1
97,Nim,Negamax,[11  9],0.40208219999840367,18,1,1
98,Nim,Negamax,[11  9],0.3624407000006613,15,2,1
99,Nim,Negamax,[11  9],0.4035855000001902,18,1,1
100,Nim,Negamax,[6 8],0.26857600000039383,16,2,2
101,Nim,Negamax,[6 8],0.2511520999996719,15,1,2
102,Nim,Negamax,[6 8],0.36008660000152304,16,2,2
103,Nim,Negamax,[6 8],0.24645609999970475,15,1,2
104,Nim,Negamax,[6 8],0.2705500000010943,16,2,2
105,Nim,Negamax,[6 8],0.268131099999664,15,1,2
106,Nim,Negamax,[6 8],0.2779332999998587,16,2,2
107,Nim,Negamax,[6 8],0.24293829999987793,15,1,2
108,Nim,Negamax,[6 8],0.26828650000061316,16,2,2
109,Nim,Negamax,[6 8],0.24871859999984736,15,1,2
110,Nim,Negamax,[6 8],0.28757860000041546,16,2,2
111,Nim,Negamax,[6 8],0.24945210000078077,15,1,2
112,Nim,Negamax,[6 8],0.2876488999991125,16,2,2
113,Nim,Negamax,[6 8],0.25638100000105624,15,1,2
114,Nim,Negamax,[6 8],0.2777712999995856,16,2,2
115,Nim,Negamax,[6 8],0.25171320000117703,15,1,2
116,Nim,Negamax,[6 8],0.30512239999916346,16,2,2
117,Nim,Negamax,[6 8],0.3565621999987343,15,1,2
118,Nim,Negamax,[6 8],0.3087525999999343,16,2,2
119,Nim,Negamax,[6 8],0.24655780000102823,15,1,2
120,Nimby,Negamax,[11  9],0.432640300001367,19,2,1
121,Nimby,Negamax,[11  9],0.4032498000015039,17,1,2
122,Nimby,Negamax,[11  9],0.44645089999903576,21,2,1
123,Nimby,Negamax,[11  9],0.39877100000012433,18,1,1
124,Nimby,Negamax,[11  9],0.4666813000003458,22,2,2
125,Nimby,Negamax,[11  9],0.44186269999954675,21,1,2
126,Nimby,Negamax,[11  9],0.39063270000042394,17,2,1
127,Nimby,Negamax,[11  9],0.39980499999910535,18,1,1
128,Nimby,Negamax,[11  9],0.3679699999993318,15,2,1
129,Nimby,Negamax,[11  9],0.4982075999996596,19,1,2
130,Nimby,Negamax,[11  9],0.4285617999994429,19,2,1
131,Nimby,Negamax,[11  9],0.4437857000011718,21,1,2
132,Nimby,Negamax,[11  9],0.39357680000102846,17,2,1
133,Nimby,Negamax,[11  9],0.4239846000000398,18,1,1
134,Nimby,Negamax,[11  9],0.40969110000150977,17,2,1
135,Nimby,Negamax,[11  9],0.4051266000005853,18,1,1
136,Nimby,Negamax,[11  9],0.3859299000014289,17,2,1
137,Nimby,Negamax,[11  9],0.4527184999988094,22,1,1
138,Nimby,Negamax,[11  9],0.3739893999991182,16,2,2
139,Nimby,Negamax,[11  9],0.3982201000017085,18,1,1
140,Nimby,Negamax,[6 8],0.36628969999947003,16,2,2
141,Nimby,Negamax,[6 8],0.34860830000070564,18,1,1
142,Nimby,Negamax,[6 8],0.33749729999908595,17,2,1
143,Nimby,Negamax,[6 8],0.2522549999994226,15,1,2
144,Nimby,Negamax,[6 8],0.2873030999999173,17,2,1
145,Nimby,Negamax,[6 8],0.2944449999995413,17,1,2
146,Nimby,Negamax,[6 8],0.32523939999919094,17,2,1
147,Nimby,Negamax,[6 8],0.2953261000002385,20,1,1
148,Nimby,Negamax,[6 8],0.2829087000009167,16,2,2
149,Nimby,Negamax,[6 8],0.3935797999984061,17,1,2
150,Nimby,Negamax,[6 8],0.29736849999972037,18,2,2
151,Nimby,Negamax,[6 8],0.27665520000118704,18,1,1
152,Nimby,Negamax,[6 8],0.29190360000029614,18,2,2
153,Nimby,Negamax,[6 8],0.25782970000000205,16,1,1
154,Nimby,Negamax,[6 8],0.39901760000066133,18,2,2
155,Nimby,Negamax,[6 8],0.2813573000003089,18,1,1
156,Nimby,Negamax,[6 8],0.275804099999732,16,2,2
157,Nimby,Negamax,[6 8],0.25225460000001476,16,1,1
158,Nimby,Negamax,[6 8],0.3426804999999149,20,2,2
159,Nimby,Negamax,[6 8],0.2875387000003684,19,1,2
